fileName,date,time_line,input_current,input_current_min,input_current_max,input_current_stddev,current_data_1,current_data_2,current_data_3,current_data_4,current_data_5,current_data_6,current_data_7,current_data_8,current_data_9,current_data_10,current_data_min_1,current_data_min_2,current_data_min_3,current_data_min_4,current_data_min_5,current_data_min_6,current_data_min_7,current_data_min_8,current_data_min_9,current_data_min_10,current_data_max_1,current_data_max_2,current_data_max_3,current_data_max_4,current_data_max_5,current_data_max_6,current_data_max_7,current_data_max_8,current_data_max_9,current_data_max_10,current_data_stddev_1,current_data_stddev_2,current_data_stddev_3,current_data_stddev_4,current_data_stddev_5,current_data_stddev_6,current_data_stddev_7,current_data_stddev_8,current_data_stddev_9,current_data_stddev_10,channel_fault_1,channel_fault_2,channel_fault_3,channel_fault_4,channel_fault_5,channel_fault_6,channel_fault_7,channel_fault_8,channel_fault_9,channel_fault_10,temp_1,temp_2,flow,speed,accel,creep,peakI,kph,current,motor_dc_vlt,motor_dc_cur,heat_sink_temp,motor_fault_cnt_1,motor_fault_cnt_2,motor_fault_cnt_3,motor_fault_cnt_4,motor_fault_cnt_5,motor_fault_cnt_6,motor_fault_cnt_7,motor_fault_cnt_8,eng_sensor_1,eng_sensor_2,eng_sensor_3,eng_sensor_4,eng_sensor_5,eng_sensor_6,eng_sensor_7,eng_sensor_8,eng_sensor_9,eng_sensor_10,eng_sensor_11,eng_sensor_12,eng_sensor_13
17218_09_41_22eng.log,Aug-6-2017,09:43:11,1.30,1.22,1.52,0.09,0.46,0.39,0.00,0.06,0.66,0.00,0.38,2.75,0.01,1.62,0.36,0.34,0.00,0.01,0.45,0.00,0.29,2.49,0.00,1.55,0.54,0.41,0.00,0.12,0.87,0.00,0.45,3.33,0.06,1.65,0.05,0.02,0.00,0.04,0.12,0.00,0.05,0.27,0.02,0.04,0,0,0,0,0,0,0,0,0,0,18.26,18.16,139.71,0,5400,0,4,-0.1,3,172,0.0,19.9,00,00,00,00,00,00,00,00,26.2,25.0,26.3,19.6,19.8,22.1,21.5,23.9,24.0,23.5,21.7,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:43:21,1.40,1.17,1.74,0.16,0.50,0.40,0.00,0.04,0.77,0.00,0.39,3.06,0.00,1.62,0.36,0.29,0.00,0.01,0.42,0.00,0.29,2.49,0.00,1.58,0.78,0.54,0.00,0.08,1.04,0.00,0.53,4.90,0.00,1.65,0.12,0.07,0.00,0.03,0.23,0.00,0.08,0.89,0.00,0.02,0,0,0,0,0,0,0,0,0,0,19.08,18.26,139.71,0,5400,0,4,10.7,8,379,0.0,19.7,00,00,00,00,00,00,00,00,26.4,25.3,26.3,19.3,19.5,22.0,21.5,23.8,24.0,23.5,21.6,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:43:31,1.25,1.05,1.40,0.12,0.40,0.37,0.00,0.04,0.65,0.00,0.36,2.57,0.00,1.62,0.35,0.30,0.00,0.00,0.36,0.00,0.27,2.47,0.00,1.57,0.47,0.45,0.00,0.12,0.92,0.00,0.42,2.89,0.00,1.65,0.05,0.04,0.00,0.04,0.18,0.00,0.05,0.12,0.00,0.02,0,0,0,0,0,0,0,0,0,0,18.84,18.40,139.71,0,5400,0,12,9.8,11,378,0.0,19.6,00,00,00,00,00,00,00,00,26.3,25.3,26.4,19.4,18.8,22.1,21.5,23.9,23.9,23.5,21.4,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:43:41,1.26,1.11,1.36,0.10,0.42,0.36,0.00,0.04,0.67,0.00,0.34,2.54,0.00,1.62,0.35,0.33,0.00,0.00,0.47,0.00,0.24,2.46,0.00,1.60,0.45,0.39,0.00,0.14,0.85,0.00,0.40,2.77,0.00,1.66,0.03,0.02,0.00,0.04,0.12,0.00,0.05,0.09,0.00,0.02,0,0,0,0,0,0,0,0,0,0,18.79,18.36,139.71,0,5400,0,12,-0.0,7,226,0.0,20.0,00,00,00,00,00,00,00,00,26.3,25.2,26.4,19.4,19.8,22.0,21.4,23.8,23.9,23.5,21.6,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:43:51,1.28,1.15,1.40,0.08,0.43,0.36,0.00,0.05,0.68,0.00,0.34,2.57,0.00,1.62,0.40,0.28,0.00,0.01,0.50,0.00,0.29,2.49,0.00,1.60,0.50,0.46,0.00,0.09,0.90,0.00,0.41,2.72,0.00,1.64,0.03,0.04,0.00,0.03,0.11,0.00,0.04,0.08,0.00,0.01,0,0,0,0,0,0,0,0,0,0,18.79,18.26,139.71,0,5400,0,12,-0.0,2,172,0.0,20.0,00,00,00,00,00,00,00,00,26.3,25.2,26.3,19.5,19.7,22.1,21.5,23.9,24.0,23.5,21.4,26.3,34.0
17218_09_41_22eng.log,Aug-6-2017,09:44:01,1.30,1.13,1.46,0.10,0.42,0.37,0.00,0.06,0.72,0.00,0.36,2.57,0.01,1.62,0.35,0.33,0.00,0.01,0.52,0.00,0.30,2.44,0.00,1.55,0.48,0.45,0.00,0.14,1.02,0.00,0.42,2.94,0.03,1.69,0.05,0.04,0.00,0.04,0.16,0.00,0.04,0.13,0.01,0.04,0,0,0,0,0,0,0,0,0,0,18.69,18.12,139.71,0,5400,0,4,4.2,8,367,0.0,19.7,00,00,00,00,00,00,00,00,26.3,25.1,26.4,19.5,19.6,22.1,21.4,23.9,23.9,23.5,21.5,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:44:11,1.33,1.18,1.57,0.12,0.47,0.38,0.00,0.04,0.74,0.00,0.38,2.88,0.00,1.62,0.35,0.28,0.00,0.01,0.50,0.00,0.24,2.47,0.00,1.61,0.85,0.46,0.00,0.08,1.13,0.00,0.46,4.99,0.00,1.65,0.13,0.05,0.00,0.02,0.17,0.00,0.06,0.73,0.00,0.01,0,0,0,0,0,0,0,0,0,0,18.79,18.12,139.71,0,5400,0,4,10.6,13,376,0.0,19.7,00,00,00,00,00,00,00,00,26.4,25.3,26.4,19.3,18.2,22.0,21.4,23.9,23.9,23.6,21.5,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:44:21,1.25,1.03,1.36,0.10,0.43,0.36,0.00,0.05,0.59,0.00,0.36,2.57,0.00,1.61,0.35,0.32,0.00,0.01,0.20,0.00,0.30,2.49,0.00,1.55,0.50,0.40,0.00,0.12,0.90,0.00,0.45,2.82,0.00,1.65,0.04,0.02,0.00,0.04,0.19,0.00,0.05,0.09,0.00,0.03,0,0,0,0,0,0,0,0,0,0,18.74,18.40,139.71,0,5400,0,12,10.0,18,352,0.0,19.7,00,00,00,00,00,00,00,00,26.2,25.4,26.4,19.3,19.6,22.0,21.4,23.8,23.9,23.5,21.3,26.4,33.9
17218_09_41_22eng.log,Aug-6-2017,09:44:31,1.30,1.11,1.46,0.10,0.44,0.37,0.00,0.04,0.74,0.00,0.38,2.67,0.00,1.62,0.40,0.28,0.00,0.00,0.54,0.00,0.24,2.51,0.00,1.60,0.47,0.40,0.00,0.08,0.96,0.00,0.45,3.05,0.01,1.65,0.02,0.04,0.00,0.02,0.14,0.00,0.06,0.17,0.00,0.01,0,0,0,0,0,0,0,0,0,0,18.69,18.26,139.71,0,5400,0,12,-0.0,4,172,0.0,20.0,00,00,00,00,00,00,00,00,26.3,25.1,26.4,19.5,20.2,22.0,21.4,23.8,23.9,23.5,21.3,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:44:41,1.28,1.14,1.44,0.09,0.45,0.36,0.00,0.04,0.66,0.00,0.36,2.60,0.00,1.62,0.41,0.32,0.00,0.01,0.42,0.00,0.33,2.30,0.00,1.57,0.50,0.40,0.00,0.10,0.94,0.00,0.40,2.96,0.00,1.65,0.03,0.02,0.00,0.02,0.19,0.00,0.02,0.16,0.00,0.02,0,0,0,0,0,0,0,0,0,0,18.74,18.07,139.71,0,5400,0,12,-0.0,4,172,0.0,19.9,00,00,00,00,00,00,00,00,26.4,25.0,26.4,19.6,19.7,22.0,21.5,23.9,24.0,23.4,21.5,26.4,33.9
17218_09_41_22eng.log,Aug-6-2017,09:44:51,1.27,1.02,1.41,0.11,0.43,0.35,0.00,0.04,0.69,0.00,0.36,2.59,0.00,1.62,0.35,0.29,0.00,0.00,0.28,0.00,0.27,2.51,0.00,1.58,0.47,0.40,0.00,0.08,1.03,0.00,0.45,2.81,0.00,1.65,0.04,0.03,0.00,0.03,0.21,0.00,0.05,0.09,0.00,0.02,0,0,0,0,0,0,0,0,0,0,18.74,18.16,139.71,0,5400,0,4,11.4,8,389,0.0,19.6,00,00,00,00,00,00,00,00,26.5,25.2,26.4,19.4,19.7,21.9,21.5,23.8,24.0,23.5,21.3,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:45:01,1.23,0.94,1.51,0.13,0.44,0.36,0.00,0.03,0.60,0.00,0.38,2.64,0.00,1.62,0.35,0.29,0.00,0.00,0.19,0.00,0.32,2.49,0.00,1.57,0.53,0.40,0.00,0.07,1.08,0.00,0.42,3.03,0.00,1.69,0.05,0.03,0.00,0.02,0.22,0.00,0.03,0.17,0.00,0.04,0,0,0,0,0,0,0,0,0,0,18.69,18.26,139.71,0,5400,0,12,11.1,8,368,0.0,19.7,00,00,00,00,00,00,00,00,26.4,25.0,26.4,19.6,19.4,22.1,21.4,23.9,23.8,23.5,21.5,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:45:11,1.25,1.02,1.35,0.10,0.43,0.38,0.00,0.03,0.59,0.00,0.36,2.54,0.00,1.62,0.35,0.32,0.00,0.01,0.19,0.00,0.29,2.46,0.00,1.59,0.50,0.45,0.00,0.07,0.85,0.00,0.42,2.64,0.01,1.65,0.05,0.04,0.00,0.02,0.19,0.00,0.04,0.05,0.00,0.02,0,0,0,0,0,0,0,0,0,0,18.69,18.07,139.71,0,5400,0,12,-0.0,4,260,0.0,20.0,00,00,00,00,00,00,00,00,26.2,25.3,26.4,19.7,20.1,22.0,21.5,23.9,24.0,23.5,21.5,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:45:21,1.26,1.14,1.46,0.10,0.43,0.37,0.00,0.05,0.64,0.00,0.35,2.61,0.00,1.63,0.36,0.29,0.00,0.01,0.35,0.00,0.29,2.47,0.00,1.58,0.62,0.45,0.00,0.07,1.00,0.00,0.40,3.28,0.01,1.75,0.08,0.05,0.00,0.02,0.16,0.00,0.04,0.23,0.00,0.05,0,0,0,0,0,0,0,0,0,0,18.84,17.82,139.71,0,5400,0,12,-0.0,2,172,0.0,20.0,00,00,00,00,00,00,00,00,26.4,25.3,26.4,19.3,19.6,21.9,21.4,23.7,24.0,23.5,21.5,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:45:31,1.25,1.19,1.32,0.04,0.41,0.35,0.00,0.06,0.67,0.00,0.35,2.53,0.00,1.62,0.35,0.32,0.00,0.01,0.53,0.00,0.24,2.35,0.00,1.58,0.50,0.40,0.00,0.12,0.87,0.00,0.42,2.68,0.01,1.64,0.05,0.03,0.00,0.05,0.09,0.00,0.06,0.08,0.00,0.02,0,0,0,0,0,0,0,0,0,0,18.79,18.21,139.71,0,5400,0,4,-0.0,1,173,0.0,20.0,00,00,00,00,00,00,00,00,26.3,25.0,26.4,19.5,19.6,22.0,21.3,23.9,23.9,23.5,21.5,26.3,34.0
17218_09_41_22eng.log,Aug-6-2017,09:45:41,1.33,1.11,1.56,0.13,0.42,0.40,0.00,0.04,0.74,0.00,0.37,2.82,0.01,1.61,0.29,0.29,0.00,0.00,0.42,0.00,0.31,2.49,0.00,1.55,0.48,0.73,0.00,0.13,1.07,0.00,0.47,4.60,0.01,1.65,0.05,0.12,0.00,0.04,0.21,0.00,0.05,0.62,0.01,0.02,0,0,0,0,0,0,0,0,0,0,19.08,18.12,139.71,0,5400,0,4,11.4,11,378,0.0,19.7,00,00,00,00,00,00,00,00,26.4,24.9,26.4,19.5,19.7,21.9,21.4,23.7,23.9,23.6,21.5,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:45:51,1.31,1.19,1.44,0.08,0.45,0.36,0.00,0.04,0.74,0.00,0.38,2.77,0.00,1.61,0.35,0.32,0.00,0.01,0.52,0.00,0.34,2.44,0.00,1.55,0.52,0.40,0.00,0.12,1.01,0.00,0.45,3.36,0.01,1.64,0.05,0.03,0.00,0.04,0.15,0.00,0.04,0.27,0.01,0.03,0,0,0,0,0,0,0,0,0,0,18.65,18.12,139.71,0,5400,0,12,10.9,11,371,0.0,19.7,00,00,00,00,00,00,00,00,26.3,25.3,26.4,19.4,16.2,21.9,21.6,23.9,24.0,23.6,21.6,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:46:01,1.31,1.08,1.50,0.14,0.46,0.37,0.00,0.05,0.67,0.00,0.38,2.81,0.00,1.62,0.35,0.29,0.00,0.00,0.48,0.00,0.33,2.47,0.00,1.58,0.57,0.45,0.00,0.12,1.02,0.00,0.46,3.41,0.00,1.65,0.06,0.04,0.00,0.04,0.16,0.00,0.04,0.30,0.00,0.02,0,0,0,0,0,0,0,0,0,0,18.26,18.26,139.71,0,5400,0,12,-0.0,3,185,0.0,20.0,00,00,00,00,00,00,00,00,26.2,25.0,26.4,19.5,19.7,22.0,21.4,23.9,23.9,23.6,21.4,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:46:11,1.27,1.17,1.35,0.06,0.42,0.38,0.00,0.05,0.64,0.00,0.36,2.64,0.01,1.63,0.36,0.33,0.00,0.01,0.35,0.00,0.33,2.53,0.00,1.60,0.52,0.42,0.00,0.14,0.80,0.00,0.40,2.94,0.06,1.65,0.05,0.03,0.00,0.04,0.15,0.00,0.02,0.15,0.02,0.02,0,0,0,0,0,0,0,0,0,0,18.74,18.21,139.71,0,5400,0,12,-0.0,2,172,0.0,20.0,00,00,00,00,00,00,00,00,26.2,24.9,26.3,19.7,19.5,22.1,21.5,23.9,24.0,23.6,21.5,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:46:21,1.25,1.08,1.44,0.11,0.45,0.36,0.00,0.03,0.64,0.00,0.35,2.61,0.00,1.62,0.42,0.29,0.00,0.00,0.35,0.00,0.28,2.49,0.00,1.57,0.48,0.46,0.00,0.07,0.87,0.00,0.42,2.87,0.00,1.65,0.02,0.04,0.00,0.03,0.17,0.00,0.04,0.10,0.00,0.02,0,0,0,0,0,0,0,0,0,0,18.84,18.26,139.71,0,5400,0,4,10.7,12,378,0.0,19.7,00,00,00,00,00,00,00,00,26.6,25.2,26.3,19.2,19.6,22.0,21.4,23.8,23.8,23.6,21.5,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:46:31,1.29,1.19,1.55,0.11,0.43,0.36,0.00,0.04,0.67,0.00,0.40,2.62,0.01,1.63,0.35,0.28,0.00,0.00,0.41,0.00,0.32,2.43,0.00,1.60,0.50,0.43,0.00,0.06,1.11,0.00,0.45,3.12,0.03,1.67,0.05,0.05,0.00,0.02,0.22,0.00,0.04,0.21,0.01,0.02,0,0,0,0,0,0,0,0,0,0,18.65,18.31,139.71,0,5400,0,12,11.1,8,382,0.0,19.7,00,00,00,00,00,00,00,00,26.1,25.1,26.3,19.4,16.0,21.9,21.6,23.7,24.0,23.5,21.4,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:46:41,1.20,1.10,1.35,0.07,0.43,0.35,0.00,0.03,0.56,0.00,0.36,2.57,0.00,1.61,0.35,0.18,0.00,0.01,0.40,0.00,0.33,2.43,0.00,1.55,0.53,0.40,0.00,0.07,0.81,0.00,0.39,2.88,0.00,1.65,0.05,0.06,0.00,0.02,0.12,0.00,0.02,0.12,0.00,0.03,0,0,0,0,0,0,0,0,0,0,18.74,18.21,139.71,0,5400,0,12,-0.0,6,263,0.0,20.0,00,00,00,00,00,00,00,00,26.1,25.1,26.3,19.7,20.2,22.0,21.5,24.0,24.1,23.5,21.4,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:46:51,1.27,1.16,1.47,0.08,0.47,0.38,0.00,0.04,0.59,0.00,0.38,2.84,0.01,1.62,0.38,0.26,0.00,0.01,0.35,0.00,0.32,2.49,0.00,1.59,0.57,0.45,0.01,0.10,0.96,0.00,0.40,3.12,0.03,1.64,0.06,0.05,0.00,0.03,0.17,0.00,0.02,0.24,0.01,0.02,0,0,0,0,0,0,0,0,0,0,18.65,18.26,139.71,0,5400,0,12,-0.0,1,172,0.0,20.0,00,00,00,00,00,00,00,00,26.0,25.4,26.4,19.4,19.4,22.0,21.5,23.9,23.9,23.4,21.4,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:47:01,1.23,1.08,1.39,0.09,0.43,0.40,0.00,0.04,0.54,0.00,0.38,2.74,0.00,1.63,0.29,0.29,0.00,0.00,0.35,0.00,0.32,2.46,0.00,1.59,0.50,0.85,0.00,0.07,0.78,0.00,0.46,4.50,0.01,1.67,0.05,0.15,0.00,0.02,0.12,0.00,0.05,0.59,0.00,0.03,0,0,0,0,0,0,0,0,0,0,18.89,18.16,139.71,0,5400,0,4,-0.4,3,172,0.0,19.9,00,00,00,00,00,00,00,00,26.4,25.4,26.4,19.4,19.6,21.8,21.4,23.8,23.8,23.5,21.6,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:47:11,1.27,1.10,1.44,0.11,0.44,0.36,0.00,0.05,0.67,0.00,0.35,2.58,0.00,1.63,0.36,0.30,0.00,0.01,0.29,0.00,0.21,2.48,0.00,1.60,0.52,0.40,0.00,0.12,0.92,0.00,0.40,2.77,0.01,1.67,0.04,0.03,0.00,0.03,0.21,0.00,0.05,0.08,0.01,0.02,0,0,0,0,0,0,0,0,0,0,18.99,18.12,139.71,0,5400,0,4,10.8,9,386,0.0,19.7,00,00,00,00,00,00,00,00,25.9,25.6,26.4,19.6,16.1,21.9,21.6,23.7,23.9,23.4,21.6,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:47:21,1.22,1.08,1.34,0.07,0.43,0.35,0.00,0.04,0.59,0.00,0.36,2.57,0.00,1.61,0.35,0.29,0.00,0.01,0.33,0.00,0.29,2.51,0.00,1.55,0.47,0.39,0.00,0.07,0.80,0.00,0.40,2.72,0.00,1.63,0.04,0.04,0.00,0.02,0.16,0.00,0.04,0.06,0.00,0.02,0,0,0,0,0,0,0,0,0,0,18.65,18.40,139.71,0,5400,0,12,10.0,12,371,0.0,19.7,00,00,00,00,00,00,00,00,26.3,24.8,26.4,19.7,19.6,22.0,21.4,23.7,23.8,23.4,21.4,26.4,33.9
17218_09_41_22eng.log,Aug-6-2017,09:47:31,1.23,1.07,1.39,0.10,0.44,0.35,0.00,0.04,0.62,0.00,0.34,2.57,0.00,1.61,0.40,0.29,0.00,0.01,0.21,0.00,0.32,2.40,0.00,1.55,0.50,0.39,0.00,0.07,0.92,0.00,0.36,2.87,0.00,1.67,0.04,0.04,0.00,0.02,0.22,0.00,0.01,0.12,0.00,0.03,0,0,0,0,0,0,0,0,0,0,19.03,18.21,139.71,0,5400,0,12,-0.0,2,231,0.0,19.9,00,00,00,00,00,00,00,00,25.8,24.9,26.4,19.6,19.4,22.0,21.4,23.9,23.9,23.5,21.4,26.3,33.9
17218_09_41_22eng.log,Aug-6-2017,09:47:41,1.30,1.16,1.49,0.10,0.45,0.37,0.00,0.06,0.70,0.00,0.37,2.64,0.00,1.64,0.40,0.31,0.00,0.01,0.43,0.00,0.32,2.37,0.00,1.60,0.49,0.40,0.00,0.14,1.00,0.00,0.45,2.91,0.00,1.67,0.04,0.02,0.00,0.04,0.17,0.00,0.04,0.18,0.00,0.02,0,0,0,0,0,0,0,0,0,0,18.26,18.12,139.71,0,5400,0,12,-0.0,2,172,0.0,20.0,00,00,00,00,00,00,00,00,26.5,25.4,26.3,19.4,19.5,21.9,21.4,23.8,23.8,23.4,21.6,26.3,33.9
